3.376246596768239794e-02,8.738251782655645505e-02,4.874554134404294331e-02,3.123401011285411102e-02,3.524583287474437887e-02,5.738351579627009452e-02,3.554103814844562087e-02,3.206646961938108137e-02,-7.750237045784567208e-03,-4.199380382148177639e-03
3.405666911524146689e-02,8.713383622533146800e-02,4.903990650205308083e-02,3.180785237395249154e-02,3.419730990013839650e-02,5.568830735616907279e-02,3.553832374748167738e-02,3.239810342409894101e-02,-1.001852765422927422e-02,-4.304524766342907212e-03
-4.249671460431235677e-03,-3.201861963598345504e-03,-1.395556493060003990e-02,3.173596362939964943e-01,-9.331896326967340470e-04,-3.449080389083768183e-02,-6.761204066786416500e-03,-1.231597806802115641e-02,-5.254222925996500371e-02,-1.171186191902826891e-02
-5.355501197083972764e-03,2.876025822803744345e-03,-3.050830494468230181e-01,-1.495441323772155572e-02,6.159221207013898525e-02,2.962455961874220153e-02,3.740899738876280606e-02,3.669138603176473612e-02,-1.539463045964838475e-02,5.271601917737352150e-03
2.724626713229663655e-03,-9.370761119065941372e-04,-1.480644662544514404e-03,-1.029566609836973096e-02,-4.845067077692447738e-03,5.635890263624193652e-02,3.255128545454497903e-03,-4.853389916444936225e-02,-2.648789582492474051e-02,2.574789569655477200e-02
-4.376629777930526356e-03,5.750533072286404890e-04,3.452829136001513578e-03,2.970394276084034613e-02,1.683439016499536662e-03,-7.591226239453706176e-04,2.905710111052351059e-03,2.248105833969354234e-02,-3.650180317913854361e-02,-2.989972516032067540e-02
-1.221171414164615859e-03,-1.657503400525444628e-04,2.224473043512904466e-02,-3.454351148829267609e-02,-3.120482407967406762e-03,1.130991601513746218e-02,-2.485034322622830041e-03,4.088341126483883980e-02,-3.087887795086980205e-02,-1.599659220100976831e-02
2.756688950948963431e-03,3.886515796515767405e-04,-1.237085225822533814e-03,2.322465720983401399e-02,-8.548455356032217322e-04,1.131109479183637842e-02,3.192713393482616950e-03,-1.495997752905046593e-02,-7.514930991813312255e-02,2.828199578734248015e-02
3.074274739615420228e-03,-7.977870492571394884e-04,-5.732021349275426628e-03,-2.478501778339309292e-02,4.556657267344934800e-03,1.077181565036571254e-01,-4.362044938566667779e-03,-6.191231134353049684e-03,-3.760163531892283389e-02,-1.024896715187481426e-02
-2.346359942643384475e-02,8.924811185566101489e-05,-5.170526406500944305e-02,9.590550924393077478e-03,-7.949708125921203794e-03,1.934917398940552702e-02,4.229373864265657118e-03,1.427030422176535709e-02,3.795944995448676668e-02,-4.804775259505179343e-03
-3.411155950091392802e-02,-8.705715772584157741e-02,-4.955335950153644253e-02,-3.163740021742763447e-02,-3.475111156516451361e-02,-5.294718260326913145e-02,-3.633009135516061111e-02,-3.193595985681341176e-02,9.946843037301995177e-03,4.710474746912479867e-03
2.876590141620142041e-05,4.804407828139900093e-04,1.649684903511016917e-02,-6.599026305277691518e-02,-1.953926009950022503e-03,1.317611973086960618e-03,7.932512747729223226e-04,-1.957903331398268970e-02,1.777124653979822097e-02,1.759336036954526131e-02
8.800888004005958526e-04,1.468352933274855998e-01,-1.671895423332001029e-02,-1.815738407428320322e-02,-1.011490075028012581e-02,-3.677162286278049322e-03,-1.357448573158127891e-02,-7.328275760909666418e-03,-5.890951089283345127e-02,-1.311600377520604627e-02
1.470598847689905076e-03,-1.505713240753987379e-03,-2.128753921316534395e-04,5.724373483244142233e-03,-3.735047666907765490e-02,7.028771858357933840e-03,-1.298014671918551119e-02,-9.375722629840030353e-03,2.284154341626771015e-02,4.172205901928270622e-02
-3.539798646028356061e-02,-8.374064343818901635e-02,-4.913019848367099207e-02,-3.412837033970039791e-02,-3.258611203556292107e-02,-5.915180155004755302e-02,-3.549645604555906608e-02,-3.295589691413858269e-02,1.696677961665470080e-02,7.162801014310630696e-03
-1.998533115877008167e-04,-3.400852995028772049e-04,-2.458724084843339625e-03,8.376974366392848925e-03,3.180752017948874633e-01,-1.623361055244981754e-02,-1.378800709709348052e-02,-2.478685433947344641e-02,-4.041455053443598726e-03,-1.345711648445312991e-01
-1.771338534915462004e-02,-1.935324507797831547e-03,-1.147749600506916580e-02,-2.693573697470841646e-02,-2.054747656368552042e-02,3.354347728318240462e-01,-7.323462877160871916e-03,-1.214372582129228349e-02,-4.781140752012610212e-02,3.055890864769569230e-03
-3.410189650495755453e-02,-8.727251082250582492e-02,-4.865971039617217331e-02,-3.104453906615539313e-02,-3.529050101860489036e-02,-5.710725481916508611e-02,-3.558853591602562788e-02,-3.300512195760454959e-02,8.216248574947302222e-03,3.897562099297530950e-03
